Facility Id	Facility Name	City	State	Zip Code	Address	Latitude	Longitude	Total reported direct emissions	CO2 emissions (non-biogenic) 	Methane (CH4) emissions 	Nitrous Oxide (N2O) emissions 	Stationary Combustion	Electricity Generation
1008019	Colorado Springs Landfill	Colorado Springs	CO	80929	1010 Blaney Road	38.847491	-104.572053	170014.95	479.2	169535.75	0.0	479.2	0.0
1001020	Colstrip	COLSTRIP	MT	59323	1 WAREHOUSE ROAD	45.8831	-106.614	14907331.444	14796150.3	40666.0	70515.144	0.0	14907331.444
1001186	Columbia	PARDEEVILLE	WI	53954	W8375 MURRAY RD	43.4864	-89.4203	5459935.038	5431310.0	1430.75	27194.288	152.448	5459782.59
1000709	Columbia	COLUMBIA	MO	65205	1501 BUSINESS LOOP 70 E	38.9658	-92.3175	62243.742	61658.7	189.0	396.042	165.9	62077.842
1000820	Columbia Energy Center (MO)	COLUMBIA	MO	65202	4902 PEABODY ROAD	39.0183	-92.2633	6338.224	6331.1	3.25	3.874	1964.692	4373.532
1006999	Columbia Energy Center (SC)	GASTON	SC	29053	100 CALPINE WAY	33.8692	-81.0183	338359.028	338011.5	158.0	189.528	75466.116	262892.912
1007362	Columbia Gas Transmission LLC Bruceton Mills CS	Bruceton Mills	WV	26525	6124 Compressor Station Road	39.72025	-79.70002	11472.164	9596.8	1870.0	5.364	9604.464	0.0
1004032	Columbia Gas Transmission LLC CLEVELAND 6C4330	KANAWHA HEAD	WV	26228	66 Odell Road	38.750556	-80.362778	23396.426	19376.4	4009.0	11.026	19391.976	0.0
1011636	Columbia Gas Transmission LLC Glenville Compressor Station	Glenville	WV	26351	3208 SR 5 East	38.915833	-80.837918	40401.216	35472.0	4909.25	19.966	35503.016	0.0
1004356	Columbia Gas Transmission LLC Kenova CS	Kenova	WV	25530	70 Big Sandy Road	38.343046	-82.551047	15693.92	8004.2	7685.25	4.47	8003.42	0.0
1004357	Columbia Gas Transmission LLC Lost River CS	Mathias	WV	26812	419 Upper Cove Road	38.876938	-78.860834	42465.206	37973.0	4470.75	21.456	38007.256	0.0
1003863	Columbus Pine Grove MSWLF	Columbus	GA	31907	7900 Pine Grove Way	32.49681	-84.86263	74880.75	0.0	74880.75	0.0	0.0	0.0
1001204	Colver Green Energy	COLVER	PA	15927	141 INTERPOWER DRIVE	40.55	-78.8	1108072.274	1099878.5	2997.25	5196.524	0.0	1108072.274
1001462	Comanche (470)	PUEBLO	CO	81006	2005 LIME RD	38.2081	-104.5747	7954636.502	7913203.1	2090.25	39343.152	193.4	7954443.102
1001191	Comanche (8059)	LAWTON	OK	73501	6601 SE 60TH ST	34.5431	-98.3244	245657.34	245408.0	113.75	135.59	0.0	245657.34
1007538	Commonwealth Chesapeake	NEW CHURCH	VA	23415	3415 WHITE OAK WAY	37.9892	-75.54	112150.824	111765.0	113.75	272.074	0.0	112150.824
1009764	Compass Minerals Ogden Inc	Ogden	UT	84404	765 N 10500 W	41.27017	-112.22377	106020.5	105910.9	50.0	59.6	106020.5	0.0
1002406	Compressor Station 601	Peetz	CO	80747	37500 County Rd 78	40.994389	-102.855976	22529.316	22143.3	373.5	12.516	22165.916	0.0
1006896	ConAgra Foods Inc.	MILTON	PA	17847	30 MARR STREET	41.01228	-76.85868	32169.728	32136.3	15.25	18.178	32169.728	0.0
1006445	ConAgra Foods Inc.	Oakdale	CA	95361	554 S. Yosemite Ave.	37.76078	-120.84308	76426.712	76347.8	36.0	42.912	76426.712	0.0
1006937	ConAgra Foods Inc.	HELM	CA	93627	16429 W KAMM AVE	36.53156	-120.08896	32395.428	32362.0	15.25	18.178	32395.428	0.0
1002227	ConAgra Foods Inc.	Newport	TN	37821	540 E. Broadway 	35.96413	-83.17699	23574.712	23550.6	11.0	13.112	23574.712	0.0
1001086	Concord	WATERTOWN	WI	53094	N8914 COUNTY HIGHWAY E	43.1669	-88.69	38853.622	38808.1	19.0	26.522	0.0	38853.622
1000877	Conemaugh	NEW FLORENCE	PA	15944	1442 POWER PLANT ROAD	40.3842	-79.0611	9892927.968	9813803.2	28944.25	50180.518	6442.912	9886485.056
1000845	Conesville	CONESVILLE	OH	43811	STATE ROUTE 16	40.1842	-81.8811	8175800.034	8111423.4	23548.25	40828.384	177.7	8175622.334
1007414	Conn Creek Compressor Station	De Beque	CO	81630		39.4819	-108.2479	36751.412	36713.6	17.25	20.562	36751.412	0.0
1005789	ConocoPhillips Alaska Inc - KRU CPF1	North Slope	AK	0		70.3233	-149.605	525680.146	524912.6	424.25	343.296	525520.146	0.0
1004422	ConocoPhillips Alaska Inc - KRU CPF2	North Slope	AK	0		70.2883	-149.8858	375513.688	375126.8	176.5	210.388	375513.688	0.0
1004998	ConocoPhillips Alaska Inc - KRU CPF3	North Slope	AK	0		70.3981	-149.8158	311777.676	311456.0	146.75	174.926	311777.676	0.0
1005001	ConocoPhillips Alaska Inc - KRU STP	North Slope	AK	0		70.5103	-149.8664	71703.428	71628.9	34.0	40.528	71703.428	0.0
1007575	Conroe 6 Landfill	Conroe	TX	77301	1750 N. Loop 336 East	30.31203	-95.425376	8615.5	0.0	8615.5	0.0	0.0	0.0
1010549	Consolidated Grain and Barge	Mount Vernon	IN	47620	2781 Bluff Road	37.92626	-87.87223	36576.212	36538.4	17.25	20.562	36576.212	0.0
1007193	Constellium Rolled Products Ravenswood, LLC	Ravenswood	WV	26164	859 Century Road	38.936181	-81.834556	123810.384	123682.7	58.25	69.434	123810.384	0.0
1001779	Constitution Spar, Green Canyon 680 Platform	Offshore	LA	0		27.2922	-89.0322	59897.31	56260.0	3571.75	65.56	49367.604	0.0
1007535	Consumers Energy - Ray Compressor Station	Armada	MI	48005	69333 Omo Road	42.8107	-82.8658	35556.69	29184.8	6355.5	16.39	29207.74	0.0
1010980	Consumers Energy Muskegon River Compressor Station	Marion	MI	49665	8613 Pine Road	44.082163	-85.014231	21640.132	17854.5	3775.5	10.132	17868.632	0.0
1005177	ContiTech USA, Inc.	ST. MARYS	OH	45885	1115 SOUTH WAYNE STREET	40.528768	-84.389757	15552.292	15536.4	7.25	8.642	15552.292	0.0
1002186	Continental Buchanan, LLC.	BUCHANAN	NY	10511	350 BROADWAY	41.263948	-73.949198	58065.732	58006.0	27.25	32.482	58065.732	0.0
1010215	Continental Casting LLC	Palmyra	MO	63461	7063 County Road 328	39.798983	-91.51461	34700.284	4223.9	2.0	2.384	4228.284	0.0
1002012	Continental Palatka, LLC.	PALATKA	FL	32177	886 N HWY 17	29.744193	-81.642583	76941.76	76862.3	36.25	43.21	76941.76	0.0
1006449	Continental Silver Grove, LLC.	SILVER GROVE	KY	41085	5145 MARY INGLES HWY	39.03672	-84.39019	116746.26	116625.7	55.0	65.56	116746.26	0.0
1009181	Converse Central Facility	Mansfield	LA	71052	4513 Hwy 513	31.955057	-93.68166	194257.524	193462.1	761.75	33.674	56641.736	0.0
1007962	Coolidge Generating Station	Randolph	AZ	85128	T6S, R8E, Section 10	32.9175	-111.5041	108151.348	108041.2	50.25	59.898	0.0	108151.348
1001445	Coolwater Generating Station	DAGGETT	CA	92327	37000 EAST SANTA FE ST	34.8622	-116.854	154855.488	154756.3	45.25	53.938	0.0	154855.488
1003238	Cooper Compressor Station	DALLAS	TX	75240	5430 LBJ FWY	33.46006	-95.69734	29016.104	25728.8	3273.0	14.304	25747.904	0.0
1007442	Cooper River Partners, LLC	Goose Creek	SC	29445	1588 Bushy Park Road	32.986764	-79.932948	44761.306	44700.7	24.25	36.356	44761.306	0.0
1002623	Copano Energy Houston Central Plant, TX	Sheridan	TX	77475	1651 County Rd. 255 South	29.6331	-96.719424	393267.916	383644.3	9439.75	183.866	308044.94	0.0
1002624	Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX	MONTAGUE	TX	76251	5683 CATHOLIC CEMETERY RD	33.63	-97.62822	295659.394	289252.5	6368.75	38.144	65098.704	0.0
1004080	Copano Pipelines/Rocky Mountains, Hape 14, WY	SHERIDAN	WY	82801		44.833033	-106.819382	6596.476	6589.9	3.0	3.576	6596.476	0.0
1004306	Copano Pipelines/Rocky Mountains, Rucki 15, WY	SHERIDAN	WY	82801		44.92275	-106.729527	3019.188	3015.9	1.5	1.788	3019.188	0.0
1001092	Cope Station	COPE	SC	29038	405 TEAMWORK ROAD	33.3642	-81.03	2425420.178	2405997.8	7104.25	12318.128	405.894	2425014.284
1000540	Copper Station	EL PASO	TX	79915	651 HAWKINS BLVD	31.7569	-106.375	36814.412	36776.6	17.25	20.562	36814.412	0.0
1001354	Cordova Energy Company	CORDOVA	IL	61242	24712 192ND AVE NORTH	41.7146	-90.2802	25180.604	25154.3	12.0	14.304	790.496	24390.108
1007232	Cornell University Ithaca Campus	ITHACA	NY	14853	Humphreys Service Building ROUTE 366	42.4428	-76.4764	152415.796	152252.8	73.0	89.996	152415.796	0.0
1004570	Cornerstone Chemical Company	Waggaman	LA	70094	10800 River Road	29.958889	-90.270472	334542.852	334249.8	122.0	171.052	212543.352	0.0
1005984	Corning Pharmaceutical Glass, LLC	VINELAND	NJ	8360	563 CRYSTAL AVENUE	39.496587	-75.015537	30331.338	30300.9	13.75	16.688	30074.638	0.0
1007103	Coronado Generating Station	ST JOHNS	AZ	85936		34.5778	-109.2717	6065383.286	6017514.3	17716.75	30152.236	1182.63	6063873.906
1001363	Corpus Christi Energy Center	CORPUS CHRISTI	TX	78407	3952 BUDDY LAWRENCE DRIVE	27.8139	-97.4283	1265894.894	1264596.0	590.25	708.644	68683.104	1197211.79
1007805	Corteva agriscience - Pittsburg Operations	PITTSBURG	CA	94565	901 LOVERIDGE ROAD	38.023129	-121.855352	40285.048	40243.4	19.0	22.648	40285.048	0.0
1006565	Cos-Mar Company, Styrene Monomer Plant	Carville	LA	70721	6325 Highway 75	30.225083	-91.069424	426222.896	425797.1	194.25	231.546	426222.896	0.0
1008999	Cosmopolis Pulp Mill	Cosmopolis	WA	98537	1701 First St	46.953543	-123.761737	32886.3	23988.1	5650.0	3248.2	20609.74	0.0
1000323	Cosumnes Power Plant	HERALD	CA	95638	14295A Clay East Road	38.3383	-121.1239	1475833.866	1474198.6	728.75	906.516	0.0	1475833.866
1001291	Cottage Grove Cogeneration	COTTAGE GROVE	MN	55016	9525 105TH ST COURT S	44.7956	-92.9119	106506.63	106393.3	50.75	62.58	33914.45	72592.18
1004462	Cotton Belt Compressor Station	DFW Airport	TX	75261	2400 Coppell Rd	32.78121	-96.796756	44936.812	38300.7	6623.0	13.112	23346.312	0.0
1007303	Cottonwood Energy Project	DEWEYVILLE	TX	77614	976 COUNTY ROAD 4213	30.2588	-93.7353	2051473.496	2049390.0	950.5	1132.996	275.248	2051198.248
1003011	Cottonwood Point Compressor Station	PARACHUTE	CO	81635		39.481874	-107.991952	28178.744	28149.7	13.25	15.794	28178.744	0.0
1001729	Cottonwood Wash/ West Compressor Station	VERNAL	UT	84078		40.0097	-109.5448	45186.88	45140.3	21.25	25.33	45186.88	0.0
1001603	Coughlin Power Station	ST. LANDRY	LA	71367	2180 ST LANDRY HWY	30.8442	-92.2606	683632.016	682937.7	316.75	377.566	0.0	683632.016
1012110	County of Orange - CUF	Santa Ana	CA	92703	525 N. Flower Street	33.7463915	-117.8604472	35150.368	35114.2	16.5	19.668	35150.368	0.0
1011632	Covance Laboratories	Madison	WI	53704	3301 Kinsman Blvd.	43.12577	-89.33263	26463.3	26435.9	12.5	14.9	26463.3	0.0
1011198	Covance Laboratories, Inc.	Greenfield	IN	46140	671 South Meridian Road	39.772806	-85.798972	25779.952	25753.1	12.25	14.602	25779.952	0.0
1001245	Covanta Niagara	NIAGARA FALLS	NY	14304	100 ENERGY BOULEVARD & 56TH STREET	43.0839	-79.0056	555707.808	540134.4	6053.5	9519.908	419235.516	136472.292
1003200	Covanta Stanislaus Inc.	CROWS LANDING	CA	95313	4040 FINK ROAD	37.38538	-121.14088	107544.968	101724.5	2269.5	3550.968	107544.968	0.0
1004963	Covanta WBH	Tulsa	OK	74107	2122 S. Yukon Avenue	36.13221	-96.01738	136772.918	130195.3	2564.75	4012.868	136772.918	0.0
1011755	Cove Creek CPF-2	Bee Branch	AR	72013	3605 Hwy 285	35.386627	-92.463681	43266.488	43222.1	20.25	24.138	43266.488	0.0
1003885	Cove Creek CPF-3	Springfield	AR	72157	428 Cove Chapel Road	35.3425	-92.494444	47790.52	47741.2	22.5	26.82	47790.52	0.0
1003816	Cove Creek CPF-4	Damascus	AR	72039	1010 Sulphur Road	35.407846	-92.407203	58896.428	58835.6	27.75	33.078	58896.428	0.0
1003439	Covel Gardens Recycling and Disposal Facility	San Antonio	TX	78252	8611 Covel Road	29.34358	-98.64637	163919.75	1346.0	162573.75	0.0	1346.0	0.0
1004621	Covestro LLC	Baytown	TX	77523	8500 West Bay Road	29.759767	-94.907294	56925.736	56867.1	26.75	31.886	56925.736	0.0
1008180	Cowlitz County Headquarters Landfill	Castle Rock	WA	98611	3434 South Silver Lake Road	46.248725	-122.778109	153414.97	0.0	153410.5	4.47	6.22	0.0
1007104	Coyanosa Gas Plant	Coyanosa	TX	79730	4259 Mobil Road	31.190833	-102.989444	109685.012	85110.7	24516.5	57.812	57400.084	0.0
1007420	Coyote	BEULAH	ND	58523	6240 13TH ST SW	47.2217	-101.8139	3206173.16	3181978.4	8849.25	15345.51	1914.97	3204258.19
1001946	Coyote Gulch Treating Plant	DURANGO	CO	81301		37.0141	-108.0615	218504.92	202586.1	15892.0	26.82	43583.436	0.0
1001119	Coyote Springs	BOARDMAN	OR	97818	200 ULLMAN BLVD	45.8486	-119.6744	1067210.944	1066127.0	494.5	589.444	14763.144	1052447.8
1006903	Coyote Wash Compressor Station	Vernal	UT	84078		40.038379	-109.441328	32230.228	32196.8	15.25	18.178	32230.228	0.0
1001008	Craig	CRAIG	CO	81626	2101 S RANNEY	40.4627	-107.5912	9275761.98	9203044.0	26599.5	46118.48	23.7	9275738.28
1007732	Craven County Wood Energy	New Bern	NC	28562	201 Executive Parkway	35.1285	-77.17	6551.88	89.7	976.0	5486.18	0.0	6551.88
1006582	Crawdad No. 1 Mine	MAIDSVILLE	WV	26541	2020 Lazzelle Union Road	39.706348	-80.000244	58698.0	0.0	58698.0	0.0	0.0	0.0
1005759	Cree, Inc	Durham	NC	27703	4600 Silicon Dr.	35.899298	-78.840802	78375.163758	8447.1	4.0	805.196	8455.868	0.0
1000080	Creed Energy Center	SUISUN CITY	CA	94585	6150 CREED ROAD	38.2419	-121.8551	6638.076	6631.5	3.0	3.576	0.0	6638.076
1007377	Crescent Gas Plant	Crescent	OK	73028	15100 Cooksey Rd.	35.904559	-97.615688	43570.49	42014.9	1531.75	23.84	41746.992	0.0
1001384	Crete Energy Park	CRETE	IL	60417	25400 HARTMAN DRIVE	41.4297	-87.6187	21482.072	21460.7	9.75	11.622	62.3	21419.772
1009669	Crisp County Landfill	Cordele	GA	31015	3354 South Hwy 41 	31.955481	-83.7778	47422.5	0.0	47422.5	0.0	0.0	0.0
1006130	Cromwell	Cromwell	CT	6416	252 Shunpike Road	41.63214	-72.673458	60173.346	54029.2	6113.75	30.396	54077.996	0.0
1001427	Cross	PINEVILLE	SC	29468	553 CROSS STATION ROAD	33.3692	-80.1119	11677583.982	11589131.8	32351.0	56101.182	0.0	11677583.982
1010472	Cross Barr Booster Station	Odessa	TX	79766		31.58862337	-102.2316674	30329.862	30298.601	14.275	16.986	30329.862	0.0
1011402	Crossroads Compressor Station	Lindsay	OK	73434		34.643	-97.599	28569.515	28539.973	13.45	16.092	28569.515	0.0
1000152	Crossroads Energy Center (CPU)	CLARKSDALE	MS	38614	240 HICKS ST	34.183	-90.5621	45996.116	45973.1	10.5	12.516	0.0	45996.116
1006590	Crossroads Gas Plant	Marshall	TX	75671	1801 Taylor Rd.	32.429805	-94.306386	28489.301	25645.747	2829.25	14.304	24888.889	0.0
1010845	Croton Landfill	Croton-on-Hudson	NY	10520	1 Half Moon Bay Drive (Croton Point Park)	41.19521	-73.88813	37499.8	17.8	37482.0	0.0	17.8	0.0
1003172	Crouch Compressor Station	Godley	TX	76044		32.477103	-97.441466	41913.892	41870.6	19.75	23.542	41913.892	0.0
1004863	Crow Wing County MMSW Landfill	Brainerd	MN	56401	15728 State Highway 210	46.430797	-94.068195	24158.598	50.3	24108.0	0.298	50.598	0.0
1001487	Crystal River Power Plant	CRYSTAL RIVER	FL	34428	15760 WEST POWERLINE ST	28.9594	-82.7003	12430440.546	12325730.7	41570.5	63139.346	0.0	12425286.546
1009759	Cucumber Mine	War	WV	24892		37.2866	-81.6355	52925.0	0.0	52925.0	0.0	0.0	0.0
1000563	Culbertson Station	Culbertson	MT	59218	5419 Road 1016	48.2104	-104.3919	27019.7	26992.3	12.5	14.9	0.0	27019.7
1007382	Cullman Environmental	Cullman	AL	35057	2805 AL Highway 69 S	34.0244	-86.8996	51181.75	0.0	51181.75	0.0	0.0	0.0
1007639	Cumberland	CUMBERLAND CITY	TN	37050	815 CUMBERLAND CITY RD	36.3903	-87.6539	13795995.006	13685496.9	40416.85	70081.256	8855.456	13787139.55
1009887	Cumberland Contura, LLC	Waynesburg	PA	15370	855 Kirby Road	39.79547	-80.16442	2046702.768	8414.5	2038283.5	4.768	8423.268	0.0
1006939	Cumberland Energy Center	MILLVILLE	NJ	8332	4001 EAST MAIN ST	39.3757	-74.9654	62698.876	62628.8	29.25	40.826	253.2	62445.676
1010249	Cumberland River Coal Company	Appalachia	VA	24216	Route 603 Dunbar Road	37.0181	-82.7603	51025.0	0.0	51025.0	0.0	0.0	0.0
1007736	Cummings Road Landfill	Eureka	CA	95503	5775 Cummings Road	40.76235	-124.08941	25988.5	0.0	25988.5	0.0	0.0	0.0
1000755	Cunningham	HOBBS	NM	88240	13M W OF HOBBS ON HWY 62/180	32.7131	-103.3533	605602.656	604987.8	280.5	334.356	278.848	605323.808
1006151	Cunningham Underground Storage & Compressor Station	Pratt	KS	67035	20307 NE 150th Avenue	37.6831	-98.4648	30015.798	13332.3	16675.75	7.748	13325.848	0.0
1000436	Currant Creek Power Project	MONA	UT	84645	2096 WEST 300 NORTH	39.8223	-111.894	1012725.548	1011697.5	469.0	559.048	65.9	1012659.648
1001472	Curtis H. Stanton Energy Center	ORLANDO	FL	32831	5100 S ALAFAYA TRAIL	28.4836	-81.1686	5133267.546	5097523.0	13125.75	22618.796	0.0	5133267.546
1000067	Cuyamaca Energy Facility	EL CAJON	CA	92020	200 NORTH JOHNSON AVE	32.7971	-116.972	13845.248	13831.0	6.5	7.748	0.0	13845.248
1007955	Cymric	McKittrick	CA	93251	3646 Reward Road	35.3087	-119.63235	863446.602	862086.9	875.75	483.952	862957.752	0.0
1002984	Cymric Production Facility	McKittrick	CA	93251		35.34805	-119.64839	346245.472	345909.0	153.5	182.972	346245.472	0.0
1010141	Cypress Semiconductor	AUSTIN	TX	78741	5204 EAST BEN WHITE BLVD	30.2175	-97.723056	86820.708727	9019.4	4.25	9855.456	9028.716	0.0
1011456	Cytec Engineered Materials Inc.	Piedmont	SC	29673	7139 Augusta Road	34.73954	-82.39152	29082.74	29052.6	13.75	16.39	29082.74	0.0
1001066	D B Wilson	Island	KY	42350	State Highway 85 	37.4497	-87.0803	3102408.992	3077588.2	9077.75	15743.042	18.8	3102390.192
1006862	D G Hunter	Alexandria	LA	71301	1011 North Third Street	31.321	-92.4626	200.4	200.4	0.0	0.0	0.0	200.4
1009077	DADE COUNTY RESOURCES RECOVERY	MIAMI	FL	33178	6990 NW 97 AVENUE	25.835883	-80.356201	254044.88	235745.8	7136.0	11163.08	254044.88	0.0
1007754	DAFTER SANITARY LANDFILL INC	DAFTER	MI	49724	3962 WEST 12 MILE ROAD	46.3358	-84.444	41768.84	608.6	41158.75	1.49	610.59	0.0
1005062	DAIKIN AMERICA INC.	DECATUR	AL	35601	905 STATE DOCKS ROAD	34.63147	-87.03843	354097.56	44870.5	21.25	25.33	44917.08	0.0
1002099	DAK AMERICAS LLC	LELAND	NC	28451	3500 DANIELS ROAD NORTHEAST	34.322316	-78.039566	0.0	0.0	0.0	0.0	0.0	0.0
1002033	DAK AMERICAS LLC	MONCKS CORNER	SC	29461	3350 CYPRESS GARDENS ROAD	33.056714	-79.941352	135781.682	135088.4	258.5	434.782	135781.682	0.0
1004178	DAK AMERICAS LLC	FAYETTEVILLE	NC	28312	3216 CEDAR CREEK RD	34.98305	-78.78722	40782.848	40741.2	19.0	22.648	40782.848	0.0
1009221	DAK AMERICAS LLC COLUMBIA SITE	GASTON	SC	29053	570 K AVENUE	33.866387	-81.012712	90649.408	90555.7	42.75	50.958	90649.408	0.0
1003081	DAK AMERICAS MISSISSIPPI INC	BAY SAINT LOUIS	MS	39520	3303 PORT AND HARBOR DRIVE	30.233028	-89.561667	44849.832	44803.8	21.0	25.032	44849.832	0.0
1002585	DAKOTA ETHANOL, LLC	WENTWORTH	SD	57075	46269 SD HWY 34	43.976389	-96.95333	74563.92	74487.2	35.0	41.72	74563.92	0.0
1003583	DAKOTA MUNICIPAL SOLID WASTE LANDFILL	GWINNER	ND	58040	7972 129TH AVENUE SE	46.258482	-97.69506	59444.348	277.3	59166.75	0.298	277.848	0.0
1002961	DAL TILE INTERNATIONAL	EL PASO	TX	79934	12001 RAILROAD DRIVE	31.957737	-106.351547	33183.076	33149.1	15.5	18.476	33183.076	0.0
1006243	DAL-ITALIA	MUSKOGEE	OK	74401	3801 DAL-TILE RD	35.70651	-95.38611	74664.968	74587.7	35.25	42.018	74664.968	0.0
1005907	DALTON CORP WARSAW MFG FACILITY	WARSAW	IN	46580	1900 E JEFFERSON ST	41.23575	-85.832528	31823.532	31676.7	54.75	92.082	31823.532	0.0
1002863	DALTON WHITFIELD REGIONAL SW MANAGEMENT	DALTON	GA	30721	4189 OLD DIXIE HWY SE	34.65119	-84.95693	128750.5	0.0	128750.5	0.0	0.0	0.0
1004057	DANC SOLID WASTE MANAGEMENT FACILITY	RODMAN	NY	13682	23400 NY ROUTE 177	43.82506	-75.90396	99117.7	86.7	99031.0	0.0	86.7	0.0
1006096	DANE CNTY LANDFILL SITE #2 RODEFELD	MADISON	WI	53718	7102 E BROADWAY OR USH 12 & 18	43.045	-89.255	44732.62	42.3	44626.25	64.07	133.62	0.0
1003247	DART CONTAINER CORPORATION OF KENTUCKY	HORSE CAVE	KY	42749	975 DIXIE STREET	37.168611	-85.918611	28160.144	28131.1	13.25	15.794	28160.144	0.0
1000184	DARTCO OF TEXAS WAXAHACHIE SITE	WAXAHACHIE	TX	75165	850 SOLON ROAD	32.426944	-96.85	39081.504	39041.5	18.25	21.754	39081.504	0.0
1005264	DARTMOUTH COLLEGE HEATING PLANT	HANOVER	NH	3755	MCKENZIE HALL 6111	43.70222	-72.28578	43742.054	43594.6	43.75	103.704	43742.054	0.0
1003503	DAUPHIN MEADOWS INC/MILLERSBURG MUNI WASTE LDFL	MILLERSBURG	PA	17061	3035 State Route 209	40.548068	-76.875219	8897.648	92.1	8805.25	0.298	92.398	0.0
1003628	DAVIESS COUNTY LANDFILL	MONTGOMERY	IN	47558	1640 N 650E	38.67903	-87.045808	28355.05	10.3	28344.75	0.0	10.3	0.0
1006991	DAVIS JUNCTION LANDFILL	DAVIS JUNCTION	IL	61020	8900 HIGHWAY 251	42.149868	-89.07701	1433.25	0.0	1433.25	0.0	0.0	0.0
1007056	DC Alabama Inc.	MOUNT MEIGS	AL	36057	1940 OHIO FERROALLOYS ROAD	32.393356	-86.070798	212494.848	211270.8	1223.75	0.298	372.148	0.0
1011747	DCNR 595 Compressor Station	Arnot	PA	16911	1253 Old Arnot Road	41.66369	-77.1193925	27786.348	27758.4	12.75	15.198	27786.348	0.0
1005740	DCP MIDSTREAM - EUNICE GAS PLANT	EUNICE	NM	88231		32.5144	-103.2819	148052.146	145240.715	2752.725	58.706	103794.446	0.0
1008920	DCP MIDSTREAM LP/CIMARRON PLT	SEILING	OK	73663		36.1819	-98.9942	42438.913	37969.332	4448.125	21.456	34029.024	0.0
1008921	DCP MIDSTREAM LP/KINGFISHER NATURAL G	CASHION	OK	73016		35.7892	-97.7445	46318.592	41170.717	5125.525	22.35	39522.622	0.0
1002191	DCP MIDSTREAM LP/MOORELAND PLT	MOORELAND	OK	73852	2 1/4 MI E OF MOORELAND	36.437917	-99.157528	50757.314	47324.569	3405.925	26.82	40116.614	0.0
1006905	DCP MIDSTREAM LP/OKARCHE GAS PLT	OKARCHE	OK	73762	6 MI W ON COUNTY LINE RD	35.734125	-98.084146	72734.646	69859.51	2835.8	39.336	67424.788	0.0
1002182	DE SOLID WASTE AUTHORITY CENTRAL LANDFILL	FELTON	DE	19943	1107 WILLOW GROVE RD	39.03237	-75.72793	2475.0	0.0	2475.0	0.0	0.0	0.0
1002010	DE SOLID WASTE AUTHORITY CHERRY ISLAND	WILMINGTON	DE	19809	1706 E. 12TH STREET	39.732754	-75.517487	184471.75	0.0	184471.75	0.0	0.0	0.0
1004897	DE SOLID WASTE AUTHORITY PIGEON POINT	NEW CASTLE	DE	19720	1101 LAMBSON LANE	39.70551	-75.53284	30801.75	0.0	30801.75	0.0	0.0	0.0
1002183	DE SOLID WASTE AUTHORITY SOUTHERN	GEORGETOWN	DE	19947	28560 LANDFILL LANE	38.588692	-75.445419	27111.5	0.0	27111.5	0.0	0.0	0.0
1003740	DEANS BRIDGE RD MSW LANDFILL	BLYTHE	GA	30805	4330 DEANS BRIDGE RD	33.35271	-82.1441	209721.25	0.0	209721.25	0.0	0.0	0.0
1011635	DEBEQUE GAS PROCESSING FACILITY	De Beque	CO	81630		39.3269	-108.2431	25653.376	19990.6	5651.75	11.026	19290.928	0.0
1010723	DEC Thermal Energy Facility	Lincoln	NE	68528	3801 West O Street	40.81369	-96.77543	272.0	272.0	0.0	0.0	272.0	0.0
1005214	DECATUR HILLS INCORPORATED	GREENSBURG	IN	47240	2090 SOUTH CR 280 EAST	39.3486	-85.61857	53323.134	13.5	53307.25	2.384	16.884	0.0
1005337	DECORATIVE PANELS INTERNATIONAL, INC.	ALPENA	MI	49707	416  FORD AVE.	45.064036	-83.424389	125507.574	124080.2	380.5	1046.874	125507.574	0.0
1007878	DEER TRACK PARK LANDFILL	WATERTOWN	WI	53094	N6756 WALDMANN LANE	43.091345	-88.744231	50831.324	712.1	50018.5	100.724	855.824	0.0
1004600	DEERCROFT RECYCLING AND DISPOSAL FACILITY (RDF)	MICHIGAN CITY	IN	46360	10501 WEST 300 NORTH	41.65146	-86.903147	21134.674	69.7	21001.5	63.474	160.174	0.0
1004065	DEFFENBAUGH INDUSTRIES, INC.	SHAWNEE	KS	66217	18181 W. 53RD	39.036314	-94.794083	893572.698	60.9	893511.5	0.298	61.448	0.0
1001101	DEFIANCE COUNTY LANDFILL	DEFIANCE	OH	43512	13207 CANAL ROAD	41.251852	-84.41227	56662.25	0.0	56662.25	0.0	0.0	0.0
1007724	DEKALB COUNTY LANDFILL	DEKALB	IL	60115	18370 SOMONAUK ROAD	41.897846	-88.685484	75299.124	2135.5	73159.75	3.874	2141.124	0.0
1006447	DEL MONTE FOODS PLANT NUMBER 24	HANFORD	CA	93230	10652 JACKSON AVE.	36.25488	-119.64794	28147.144	28118.1	13.25	15.794	28147.144	0.0
1005733	DELAWARE CNTY SWA/ROLLING HILLS MUNI WASTE LDFL	BOYERTOWN	PA	19512	583 LONGVIEW ROAD	40.36135	-75.71605	120258.838	120.8	120136.25	1.788	123.338	0.0
1004696	DELTA SOLID WASTE MANAGEMENT AUTHORITY	ESCANABA	MI	49829	5701 19TH AVENUE NORTH	45.764722	-87.131	32002.9	58.4	31944.5	0.0	58.4	0.0
1002789	DELTECH CORP - BATON ROUGE FACILITY	BATON ROUGE	LA	70807	11911 SCENIC HIGHWAY	30.553364	-91.202428	104416.906	104287.8	55.5	73.606	104416.906	0.0
